County,County Code,Year,Year Code,Gender,Gender Code,UCD - ICD Chapter,UCD - ICD Chapter Code,Deaths,Population
"Hillsborough County, NH",33011,2014,2014,Male,M,Neoplasms,C00-D48,14,173807
"Rockingham County, NH",33015,2008,2008,Male,M,Neoplasms,C00-D48,14,128824
"Atlantic County, NJ",34001,2010,2010,Male,M,Neoplasms,C00-D48,13,114958
"Atlantic County, NJ",34001,2015,2015,Male,M,Neoplasms,C00-D48,13,111047
"Atlantic County, NJ",34001,2016,2016,Female,F,Neoplasms,C00-D48,12,112683
"Bergen County, NJ",34003,2008,2008,Female,F,Neoplasms,C00-D48,11,380453
"Bergen County, NJ",34003,2008,2008,Male,M,Neoplasms,C00-D48,25,370836
"Bergen County, NJ",34003,2009,2009,Female,F,Neoplasms,C00-D48,17,382673
"Bergen County, NJ",34003,2009,2009,Male,M,Neoplasms,C00-D48,21,372379
"Bergen County, NJ",34003,2010,2010,Female,F,Neoplasms,C00-D48,17,384651
"Bergen County, NJ",34003,2010,2010,Male,M,Neoplasms,C00-D48,17,373869
"Bergen County, NJ",34003,2011,2011,Female,F,Neoplasms,C00-D48,13,386431
"Bergen County, NJ",34003,2011,2011,Male,M,Neoplasms,C00-D48,16,376847
"Bergen County, NJ",34003,2012,2012,Female,F,Neoplasms,C00-D48,15,388062
"Bergen County, NJ",34003,2012,2012,Male,M,Neoplasms,C00-D48,15,378680
"Bergen County, NJ",34003,2013,2013,Female,F,Neoplasms,C00-D48,15,388752
"Bergen County, NJ",34003,2014,2014,Female,F,Neoplasms,C00-D48,14,391371
"Bergen County, NJ",34003,2014,2014,Male,M,Neoplasms,C00-D48,18,383613
"Bergen County, NJ",34003,2015,2015,Female,F,Neoplasms,C00-D48,14,392248
"Bergen County, NJ",34003,2015,2015,Male,M,Neoplasms,C00-D48,25,384335
"Bergen County, NJ",34003,2016,2016,Female,F,Neoplasms,C00-D48,14,391329
"Bergen County, NJ",34003,2016,2016,Male,M,Neoplasms,C00-D48,22,383591
"Burlington County, NJ",34005,2009,2009,Male,M,Neoplasms,C00-D48,12,191635
"Burlington County, NJ",34005,2010,2010,Male,M,Neoplasms,C00-D48,11,191856
"Burlington County, NJ",34005,2012,2012,Male,M,Neoplasms,C00-D48,15,191413
"Camden County, NJ",34007,2008,2008,Female,F,Neoplasms,C00-D48,10,224305
"Camden County, NJ",34007,2008,2008,Male,M,Neoplasms,C00-D48,14,217951
"Camden County, NJ",34007,2009,2009,Female,F,Neoplasms,C00-D48,10,224263
"Camden County, NJ",34007,2009,2009,Male,M,Neoplasms,C00-D48,10,217592
"Camden County, NJ",34007,2010,2010,Female,F,Neoplasms,C00-D48,11,224138
"Camden County, NJ",34007,2010,2010,Male,M,Neoplasms,C00-D48,11,217295
"Camden County, NJ",34007,2011,2011,Male,M,Neoplasms,C00-D48,13,216757
"Camden County, NJ",34007,2013,2013,Male,M,Neoplasms,C00-D48,13,214801
"Camden County, NJ",34007,2014,2014,Female,F,Neoplasms,C00-D48,13,218724
"Camden County, NJ",34007,2015,2015,Female,F,Neoplasms,C00-D48,10,217980
"Camden County, NJ",34007,2016,2016,Female,F,Neoplasms,C00-D48,12,216655
"Camden County, NJ",34007,2016,2016,Male,M,Neoplasms,C00-D48,14,211070
"Essex County, NJ",34013,2008,2008,Female,F,Neoplasms,C00-D48,17,346274
"Essex County, NJ",34013,2008,2008,Male,M,Neoplasms,C00-D48,16,331741
"Essex County, NJ",34013,2009,2009,Female,F,Neoplasms,C00-D48,14,347768
"Essex County, NJ",34013,2009,2009,Male,M,Neoplasms,C00-D48,18,333652
"Essex County, NJ",34013,2010,2010,Female,F,Neoplasms,C00-D48,15,348585
"Essex County, NJ",34013,2010,2010,Male,M,Neoplasms,C00-D48,16,334639
"Essex County, NJ",34013,2011,2011,Female,F,Neoplasms,C00-D48,12,347445
"Essex County, NJ",34013,2011,2011,Male,M,Neoplasms,C00-D48,10,335431
"Essex County, NJ",34013,2012,2012,Female,F,Neoplasms,C00-D48,20,347446
"Essex County, NJ",34013,2012,2012,Male,M,Neoplasms,C00-D48,19,335721
"Essex County, NJ",34013,2013,2013,Female,F,Neoplasms,C00-D48,15,347221
"Essex County, NJ",34013,2013,2013,Male,M,Neoplasms,C00-D48,11,335574
"Essex County, NJ",34013,2014,2014,Female,F,Neoplasms,C00-D48,15,349610
"Essex County, NJ",34013,2014,2014,Male,M,Neoplasms,C00-D48,19,337302
"Essex County, NJ",34013,2015,2015,Female,F,Neoplasms,C00-D48,14,349150
"Essex County, NJ",34013,2015,2015,Male,M,Neoplasms,C00-D48,16,337329
"Essex County, NJ",34013,2016,2016,Female,F,Neoplasms,C00-D48,18,347792
"Essex County, NJ",34013,2016,2016,Male,M,Neoplasms,C00-D48,17,336463
"Gloucester County, NJ",34015,2009,2009,Male,M,Neoplasms,C00-D48,11,123147
"Gloucester County, NJ",34015,2014,2014,Female,F,Neoplasms,C00-D48,10,124685
"Hudson County, NJ",34017,2008,2008,Male,M,Neoplasms,C00-D48,14,275470
"Hudson County, NJ",34017,2009,2009,Female,F,Neoplasms,C00-D48,11,274165
"Hudson County, NJ",34017,2011,2011,Female,F,Neoplasms,C00-D48,11,278766
"Hudson County, NJ",34017,2012,2012,Male,M,Neoplasms,C00-D48,11,291374
"Hudson County, NJ",34017,2013,2013,Male,M,Neoplasms,C00-D48,10,294233
"Hudson County, NJ",34017,2014,2014,Female,F,Neoplasms,C00-D48,10,289168
"Hudson County, NJ",34017,2014,2014,Male,M,Neoplasms,C00-D48,10,297961
"Hudson County, NJ",34017,2015,2015,Female,F,Neoplasms,C00-D48,12,291119
"Hudson County, NJ",34017,2016,2016,Female,F,Neoplasms,C00-D48,11,291751
"Hudson County, NJ",34017,2016,2016,Male,M,Neoplasms,C00-D48,10,301518
"Mercer County, NJ",34021,2013,2013,Male,M,Neoplasms,C00-D48,10,158371
"Middlesex County, NJ",34023,2008,2008,Female,F,Neoplasms,C00-D48,10,344456
"Middlesex County, NJ",34023,2008,2008,Male,M,Neoplasms,C00-D48,18,347251
"Middlesex County, NJ",34023,2009,2009,Female,F,Neoplasms,C00-D48,10,347492
"Middlesex County, NJ",34023,2009,2009,Male,M,Neoplasms,C00-D48,13,349423
"Middlesex County, NJ",34023,2010,2010,Female,F,Neoplasms,C00-D48,13,349778
"Middlesex County, NJ",34023,2011,2011,Female,F,Neoplasms,C00-D48,15,350107
"Middlesex County, NJ",34023,2011,2011,Male,M,Neoplasms,C00-D48,14,352674
"Middlesex County, NJ",34023,2013,2013,Male,M,Neoplasms,C00-D48,15,356404
"Middlesex County, NJ",34023,2014,2014,Female,F,Neoplasms,C00-D48,11,355770
"Middlesex County, NJ",34023,2014,2014,Male,M,Neoplasms,C00-D48,15,358601
"Middlesex County, NJ",34023,2015,2015,Female,F,Neoplasms,C00-D48,15,356599
"Middlesex County, NJ",34023,2016,2016,Female,F,Neoplasms,C00-D48,13,353174
"Middlesex County, NJ",34023,2016,2016,Male,M,Neoplasms,C00-D48,12,356050
"Monmouth County, NJ",34025,2008,2008,Female,F,Neoplasms,C00-D48,10,269926
"Monmouth County, NJ",34025,2009,2009,Female,F,Neoplasms,C00-D48,14,269913
"Monmouth County, NJ",34025,2009,2009,Male,M,Neoplasms,C00-D48,11,267052
"Monmouth County, NJ",34025,2010,2010,Male,M,Neoplasms,C00-D48,15,267377
"Monmouth County, NJ",34025,2011,2011,Female,F,Neoplasms,C00-D48,10,269088
"Monmouth County, NJ",34025,2011,2011,Male,M,Neoplasms,C00-D48,12,266550
"Monmouth County, NJ",34025,2012,2012,Female,F,Neoplasms,C00-D48,10,266716
"Monmouth County, NJ",34025,2013,2013,Male,M,Neoplasms,C00-D48,11,262427
"Monmouth County, NJ",34025,2014,2014,Male,M,Neoplasms,C00-D48,12,260715
"Monmouth County, NJ",34025,2015,2015,Female,F,Neoplasms,C00-D48,13,262498
"Monmouth County, NJ",34025,2015,2015,Male,M,Neoplasms,C00-D48,13,259208
"Morris County, NJ",34027,2013,2013,Female,F,Neoplasms,C00-D48,10,209751
"Morris County, NJ",34027,2016,2016,Male,M,Neoplasms,C00-D48,10,207031
"Ocean County, NJ",34029,2008,2008,Female,F,Neoplasms,C00-D48,10,222510
"Ocean County, NJ",34029,2008,2008,Male,M,Neoplasms,C00-D48,10,219121
"Ocean County, NJ",34029,2009,2009,Female,F,Neoplasms,C00-D48,13,223879
"Ocean County, NJ",34029,2009,2009,Male,M,Neoplasms,C00-D48,15,220636
"Ocean County, NJ",34029,2010,2010,Male,M,Neoplasms,C00-D48,19,222268
"Ocean County, NJ",34029,2011,2011,Male,M,Neoplasms,C00-D48,10,223019
"Ocean County, NJ",34029,2013,2013,Male,M,Neoplasms,C00-D48,12,223221
"Ocean County, NJ",34029,2014,2014,Male,M,Neoplasms,C00-D48,15,223835
"Ocean County, NJ",34029,2015,2015,Female,F,Neoplasms,C00-D48,12,225883
"Ocean County, NJ",34029,2015,2015,Male,M,Neoplasms,C00-D48,10,224522
"Ocean County, NJ",34029,2016,2016,Female,F,Neoplasms,C00-D48,10,226796
"Passaic County, NJ",34031,2008,2008,Female,F,Neoplasms,C00-D48,13,216244
"Passaic County, NJ",34031,2008,2008,Male,M,Neoplasms,C00-D48,18,212598
"Passaic County, NJ",34031,2009,2009,Female,F,Neoplasms,C00-D48,13,217958
"Passaic County, NJ",34031,2009,2009,Male,M,Neoplasms,C00-D48,12,214049
"Passaic County, NJ",34031,2011,2011,Female,F,Neoplasms,C00-D48,11,218443
"Passaic County, NJ",34031,2011,2011,Male,M,Neoplasms,C00-D48,14,214894
"Passaic County, NJ",34031,2012,2012,Male,M,Neoplasms,C00-D48,10,214559
"Passaic County, NJ",34031,2013,2013,Male,M,Neoplasms,C00-D48,12,215359
"Passaic County, NJ",34031,2014,2014,Male,M,Neoplasms,C00-D48,10,216202
"Passaic County, NJ",34031,2015,2015,Male,M,Neoplasms,C00-D48,12,216489
"Passaic County, NJ",34031,2016,2016,Female,F,Neoplasms,C00-D48,10,216944
"Passaic County, NJ",34031,2016,2016,Male,M,Neoplasms,C00-D48,11,214633
"Union County, NJ",34039,2008,2008,Male,M,Neoplasms,C00-D48,10,225217
"Union County, NJ",34039,2009,2009,Male,M,Neoplasms,C00-D48,14,227240
"Union County, NJ",34039,2010,2010,Male,M,Neoplasms,C00-D48,14,228907
"Union County, NJ",34039,2011,2011,Female,F,Neoplasms,C00-D48,11,233390
"Union County, NJ",34039,2012,2012,Female,F,Neoplasms,C00-D48,12,235067
"Union County, NJ",34039,2012,2012,Male,M,Neoplasms,C00-D48,13,232383
"Union County, NJ",34039,2015,2015,Female,F,Neoplasms,C00-D48,10,238217
"Union County, NJ",34039,2015,2015,Male,M,Neoplasms,C00-D48,12,236958
"Union County, NJ",34039,2016,2016,Male,M,Neoplasms,C00-D48,15,235944
"Bernalillo County, NM",35001,2008,2008,Male,M,Neoplasms,C00-D48,11,278996
"Bernalillo County, NM",35001,2009,2009,Female,F,Neoplasms,C00-D48,11,284963
"Bernalillo County, NM",35001,2009,2009,Male,M,Neoplasms,C00-D48,17,282038
"Bernalillo County, NM",35001,2010,2010,Female,F,Neoplasms,C00-D48,10,287727
"Bernalillo County, NM",35001,2010,2010,Male,M,Neoplasms,C00-D48,15,285061
"Bernalillo County, NM",35001,2011,2011,Female,F,Neoplasms,C00-D48,15,289834
"Bernalillo County, NM",35001,2012,2012,Male,M,Neoplasms,C00-D48,17,287646
"Bernalillo County, NM",35001,2013,2013,Male,M,Neoplasms,C00-D48,20,286501
"Bernalillo County, NM",35001,2014,2014,Female,F,Neoplasms,C00-D48,10,286514
"Bernalillo County, NM",35001,2014,2014,Male,M,Neoplasms,C00-D48,16,284869
"Bernalillo County, NM",35001,2015,2015,Female,F,Neoplasms,C00-D48,11,285185
"Bernalillo County, NM",35001,2016,2016,Male,M,Neoplasms,C00-D48,11,282639
"Albany County, NY",36001,2009,2009,Male,M,Neoplasms,C00-D48,10,128518
"Bronx County, NY",36005,2008,2008,Female,F,Neoplasms,C00-D48,30,625518
"Bronx County, NY",36005,2008,2008,Male,M,Neoplasms,C00-D48,27,574427
"Bronx County, NY",36005,2009,2009,Female,F,Neoplasms,C00-D48,21,631003
"Bronx County, NY",36005,2009,2009,Male,M,Neoplasms,C00-D48,28,579811
"Bronx County, NY",36005,2010,2010,Female,F,Neoplasms,C00-D48,26,634526
"Bronx County, NY",36005,2010,2010,Male,M,Neoplasms,C00-D48,24,583646
"Bronx County, NY",36005,2011,2011,Female,F,Neoplasms,C00-D48,33,633033
"Bronx County, NY",36005,2011,2011,Male,M,Neoplasms,C00-D48,24,586886
"Bronx County, NY",36005,2012,2012,Female,F,Neoplasms,C00-D48,24,639328
"Bronx County, NY",36005,2012,2012,Male,M,Neoplasms,C00-D48,26,593145
"Bronx County, NY",36005,2013,2013,Female,F,Neoplasms,C00-D48,23,641565
"Bronx County, NY",36005,2013,2013,Male,M,Neoplasms,C00-D48,24,597197
"Bronx County, NY",36005,2014,2014,Female,F,Neoplasms,C00-D48,10,650223
"Bronx County, NY",36005,2014,2014,Male,M,Neoplasms,C00-D48,23,604766
"Bronx County, NY",36005,2015,2015,Female,F,Neoplasms,C00-D48,29,655726
"Bronx County, NY",36005,2015,2015,Male,M,Neoplasms,C00-D48,23,611629
"Bronx County, NY",36005,2016,2016,Female,F,Neoplasms,C00-D48,19,654277
"Bronx County, NY",36005,2016,2016,Male,M,Neoplasms,C00-D48,30,609125
"Erie County, NY",36029,2008,2008,Female,F,Neoplasms,C00-D48,11,386399
"Erie County, NY",36029,2008,2008,Male,M,Neoplasms,C00-D48,26,379937
"Erie County, NY",36029,2009,2009,Female,F,Neoplasms,C00-D48,12,385892
"Erie County, NY",36029,2009,2009,Male,M,Neoplasms,C00-D48,15,379399
"Erie County, NY",36029,2010,2010,Female,F,Neoplasms,C00-D48,15,385546
"Erie County, NY",36029,2010,2010,Male,M,Neoplasms,C00-D48,24,379362
"Erie County, NY",36029,2011,2011,Female,F,Neoplasms,C00-D48,12,384707
"Erie County, NY",36029,2011,2011,Male,M,Neoplasms,C00-D48,26,378999
"Erie County, NY",36029,2012,2012,Female,F,Neoplasms,C00-D48,13,383429
"Erie County, NY",36029,2012,2012,Male,M,Neoplasms,C00-D48,18,378280
"Erie County, NY",36029,2013,2013,Female,F,Neoplasms,C00-D48,15,382653
"Erie County, NY",36029,2013,2013,Male,M,Neoplasms,C00-D48,27,377252
"Erie County, NY",36029,2014,2014,Male,M,Neoplasms,C00-D48,27,377510
"Erie County, NY",36029,2015,2015,Female,F,Neoplasms,C00-D48,14,381578
"Erie County, NY",36029,2015,2015,Male,M,Neoplasms,C00-D48,29,376264
"Erie County, NY",36029,2016,2016,Female,F,Neoplasms,C00-D48,12,379470
"Erie County, NY",36029,2016,2016,Male,M,Neoplasms,C00-D48,18,374324
"Kings County, NY",36047,2008,2008,Female,F,Neoplasms,C00-D48,29,1109811
"Kings County, NY",36047,2008,2008,Male,M,Neoplasms,C00-D48,53,1027868
"Kings County, NY",36047,2009,2009,Female,F,Neoplasms,C00-D48,29,1122823
"Kings County, NY",36047,2009,2009,Male,M,Neoplasms,C00-D48,40,1040672
"Kings County, NY",36047,2010,2010,Female,F,Neoplasms,C00-D48,50,1130571
"Kings County, NY",36047,2010,2010,Male,M,Neoplasms,C00-D48,47,1049151
"Kings County, NY",36047,2011,2011,Female,F,Neoplasms,C00-D48,44,1138396
"Kings County, NY",36047,2011,2011,Male,M,Neoplasms,C00-D48,42,1060715
"Kings County, NY",36047,2012,2012,Female,F,Neoplasms,C00-D48,41,1149221
"Kings County, NY",36047,2012,2012,Male,M,Neoplasms,C00-D48,44,1074111
"Kings County, NY",36047,2013,2013,Female,F,Neoplasms,C00-D48,35,1156761
"Kings County, NY",36047,2013,2013,Male,M,Neoplasms,C00-D48,63,1083239
"Kings County, NY",36047,2014,2014,Female,F,Neoplasms,C00-D48,46,1168732
"Kings County, NY",36047,2014,2014,Male,M,Neoplasms,C00-D48,63,1092613
"Kings County, NY",36047,2015,2015,Female,F,Neoplasms,C00-D48,40,1172273
"Kings County, NY",36047,2015,2015,Male,M,Neoplasms,C00-D48,45,1097142
"Kings County, NY",36047,2016,2016,Female,F,Neoplasms,C00-D48,48,1164202
"Kings County, NY",36047,2016,2016,Male,M,Neoplasms,C00-D48,73,1090085
"Monroe County, NY",36055,2008,2008,Female,F,Neoplasms,C00-D48,13,319775
"Monroe County, NY",36055,2008,2008,Male,M,Neoplasms,C00-D48,13,311180
"Monroe County, NY",36055,2009,2009,Female,F,Neoplasms,C00-D48,12,320531
"Monroe County, NY",36055,2009,2009,Male,M,Neoplasms,C00-D48,14,311647
"Monroe County, NY",36055,2010,2010,Female,F,Neoplasms,C00-D48,10,320641
"Monroe County, NY",36055,2010,2010,Male,M,Neoplasms,C00-D48,16,311646
"Monroe County, NY",36055,2011,2011,Female,F,Neoplasms,C00-D48,12,320160
"Monroe County, NY",36055,2011,2011,Male,M,Neoplasms,C00-D48,15,311466
"Monroe County, NY",36055,2013,2013,Female,F,Neoplasms,C00-D48,10,318355
"Monroe County, NY",36055,2013,2013,Male,M,Neoplasms,C00-D48,14,309946
"Monroe County, NY",36055,2014,2014,Female,F,Neoplasms,C00-D48,13,316915
"Monroe County, NY",36055,2014,2014,Male,M,Neoplasms,C00-D48,20,308633
"Monroe County, NY",36055,2015,2015,Male,M,Neoplasms,C00-D48,18,306791
"Monroe County, NY",36055,2016,2016,Female,F,Neoplasms,C00-D48,23,312982
"Monroe County, NY",36055,2016,2016,Male,M,Neoplasms,C00-D48,22,304116
"Nassau County, NY",36059,2008,2008,Female,F,Neoplasms,C00-D48,24,559651
"Nassau County, NY",36059,2008,2008,Male,M,Neoplasms,C00-D48,25,550096
"Nassau County, NY",36059,2009,2009,Female,F,Neoplasms,C00-D48,18,562221
"Nassau County, NY",36059,2009,2009,Male,M,Neoplasms,C00-D48,24,552756
"Nassau County, NY",36059,2010,2010,Female,F,Neoplasms,C00-D48,12,565313
"Nassau County, NY",36059,2010,2010,Male,M,Neoplasms,C00-D48,18,555840
"Nassau County, NY",36059,2011,2011,Female,F,Neoplasms,C00-D48,18,566057
"Nassau County, NY",36059,2011,2011,Male,M,Neoplasms,C00-D48,20,557041
"Nassau County, NY",36059,2012,2012,Female,F,Neoplasms,C00-D48,10,565152
"Nassau County, NY",36059,2012,2012,Male,M,Neoplasms,C00-D48,29,557004
"Nassau County, NY",36059,2013,2013,Female,F,Neoplasms,C00-D48,19,564137
"Nassau County, NY",36059,2013,2013,Male,M,Neoplasms,C00-D48,17,555892
"Nassau County, NY",36059,2014,2014,Female,F,Neoplasms,C00-D48,24,565056
"Nassau County, NY",36059,2014,2014,Male,M,Neoplasms,C00-D48,21,556538
"Nassau County, NY",36059,2015,2015,Female,F,Neoplasms,C00-D48,14,563662
"Nassau County, NY",36059,2015,2015,Male,M,Neoplasms,C00-D48,27,556073
"Nassau County, NY",36059,2016,2016,Female,F,Neoplasms,C00-D48,14,561118
"Nassau County, NY",36059,2016,2016,Male,M,Neoplasms,C00-D48,26,554332
"New York County, NY",36061,2008,2008,Female,F,Neoplasms,C00-D48,22,707535
"New York County, NY",36061,2008,2008,Male,M,Neoplasms,C00-D48,40,653124
"New York County, NY",36061,2009,2009,Female,F,Neoplasms,C00-D48,22,704495
"New York County, NY",36061,2009,2009,Male,M,Neoplasms,C00-D48,27,649176
"New York County, NY",36061,2010,2010,Female,F,Neoplasms,C00-D48,15,704997
"New York County, NY",36061,2010,2010,Male,M,Neoplasms,C00-D48,22,648986
"New York County, NY",36061,2011,2011,Female,F,Neoplasms,C00-D48,25,706868
"New York County, NY",36061,2011,2011,Male,M,Neoplasms,C00-D48,24,656044
"New York County, NY",36061,2012,2012,Female,F,Neoplasms,C00-D48,23,710841
"New York County, NY",36061,2012,2012,Male,M,Neoplasms,C00-D48,32,662816
"New York County, NY",36061,2013,2013,Female,F,Neoplasms,C00-D48,16,710375
"New York County, NY",36061,2013,2013,Male,M,Neoplasms,C00-D48,28,664616
"New York County, NY",36061,2014,2014,Female,F,Neoplasms,C00-D48,21,714108
"New York County, NY",36061,2014,2014,Male,M,Neoplasms,C00-D48,27,667635
"New York County, NY",36061,2015,2015,Female,F,Neoplasms,C00-D48,16,713808
"New York County, NY",36061,2015,2015,Male,M,Neoplasms,C00-D48,25,671524
"New York County, NY",36061,2016,2016,Female,F,Neoplasms,C00-D48,22,709761
"New York County, NY",36061,2016,2016,Male,M,Neoplasms,C00-D48,22,670133
"Niagara County, NY",36063,2016,2016,Male,M,Neoplasms,C00-D48,11,85423
"Onondaga County, NY",36067,2010,2010,Male,M,Neoplasms,C00-D48,10,194815
"Onondaga County, NY",36067,2013,2013,Male,M,Neoplasms,C00-D48,10,193543
"Onondaga County, NY",36067,2014,2014,Female,F,Neoplasms,C00-D48,10,198546
"Onondaga County, NY",36067,2014,2014,Male,M,Neoplasms,C00-D48,11,192644
"Orange County, NY",36071,2009,2009,Female,F,Neoplasms,C00-D48,11,160326
"Orange County, NY",36071,2016,2016,Female,F,Neoplasms,C00-D48,10,158818
"Queens County, NY",36081,2008,2008,Female,F,Neoplasms,C00-D48,29,950407
"Queens County, NY",36081,2008,2008,Male,M,Neoplasms,C00-D48,50,932834
"Queens County, NY",36081,2009,2009,Female,F,Neoplasms,C00-D48,34,961002
"Queens County, NY",36081,2009,2009,Male,M,Neoplasms,C00-D48,52,944006
"Queens County, NY",36081,2010,2010,Female,F,Neoplasms,C00-D48,44,966899
"Queens County, NY",36081,2010,2010,Male,M,Neoplasms,C00-D48,38,950287
"Queens County, NY",36081,2011,2011,Female,F,Neoplasms,C00-D48,29,970281
"Queens County, NY",36081,2011,2011,Male,M,Neoplasms,C00-D48,41,956511
"Queens County, NY",36081,2012,2012,Female,F,Neoplasms,C00-D48,34,978474
"Queens County, NY",36081,2012,2012,Male,M,Neoplasms,C00-D48,50,964789
"Queens County, NY",36081,2013,2013,Female,F,Neoplasms,C00-D48,29,985171
"Queens County, NY",36081,2013,2013,Male,M,Neoplasms,C00-D48,45,972787
"Queens County, NY",36081,2014,2014,Female,F,Neoplasms,C00-D48,32,995682
"Queens County, NY",36081,2014,2014,Male,M,Neoplasms,C00-D48,48,979879
"Queens County, NY",36081,2015,2015,Female,F,Neoplasms,C00-D48,39,999944
"Queens County, NY",36081,2015,2015,Male,M,Neoplasms,C00-D48,42,985061
"Queens County, NY",36081,2016,2016,Female,F,Neoplasms,C00-D48,30,993716
"Queens County, NY",36081,2016,2016,Male,M,Neoplasms,C00-D48,63,977431
"Richmond County, NY",36085,2012,2012,Male,M,Neoplasms,C00-D48,13,197852
"Richmond County, NY",36085,2013,2013,Male,M,Neoplasms,C00-D48,13,197741
"Richmond County, NY",36085,2014,2014,Male,M,Neoplasms,C00-D48,10,196742
"Rockland County, NY",36087,2010,2010,Female,F,Neoplasms,C00-D48,10,132327
"Suffolk County, NY",36103,2008,2008,Female,F,Neoplasms,C00-D48,23,632285
"Suffolk County, NY",36103,2008,2008,Male,M,Neoplasms,C00-D48,22,637522
"Suffolk County, NY",36103,2009,2009,Female,F,Neoplasms,C00-D48,24,633659
"Suffolk County, NY",36103,2009,2009,Male,M,Neoplasms,C00-D48,24,638958
"Suffolk County, NY",36103,2010,2010,Female,F,Neoplasms,C00-D48,24,634963
"Suffolk County, NY",36103,2010,2010,Male,M,Neoplasms,C00-D48,27,640606
"Suffolk County, NY",36103,2011,2011,Female,F,Neoplasms,C00-D48,19,634246
"Suffolk County, NY",36103,2011,2011,Male,M,Neoplasms,C00-D48,19,640175
"Suffolk County, NY",36103,2012,2012,Female,F,Neoplasms,C00-D48,14,629368
"Suffolk County, NY",36103,2012,2012,Male,M,Neoplasms,C00-D48,29,636930
"Suffolk County, NY",36103,2013,2013,Female,F,Neoplasms,C00-D48,16,626521
"Suffolk County, NY",36103,2013,2013,Male,M,Neoplasms,C00-D48,30,634276
"Suffolk County, NY",36103,2014,2014,Female,F,Neoplasms,C00-D48,17,624768
"Suffolk County, NY",36103,2014,2014,Male,M,Neoplasms,C00-D48,30,633620
"Suffolk County, NY",36103,2015,2015,Female,F,Neoplasms,C00-D48,29,621621
"Suffolk County, NY",36103,2015,2015,Male,M,Neoplasms,C00-D48,35,629950
"Suffolk County, NY",36103,2016,2016,Female,F,Neoplasms,C00-D48,28,615465
"Suffolk County, NY",36103,2016,2016,Male,M,Neoplasms,C00-D48,17,622445
"Westchester County, NY",36119,2008,2008,Female,F,Neoplasms,C00-D48,14,400968
"Westchester County, NY",36119,2008,2008,Male,M,Neoplasms,C00-D48,19,390090
"Westchester County, NY",36119,2009,2009,Female,F,Neoplasms,C00-D48,13,403662
"Westchester County, NY",36119,2009,2009,Male,M,Neoplasms,C00-D48,16,392258
"Westchester County, NY",36119,2010,2010,Female,F,Neoplasms,C00-D48,11,405075
"Westchester County, NY",36119,2011,2011,Male,M,Neoplasms,C00-D48,12,396929
"Westchester County, NY",36119,2012,2012,Male,M,Neoplasms,C00-D48,18,398025
"Westchester County, NY",36119,2013,2013,Female,F,Neoplasms,C00-D48,11,408335
"Westchester County, NY",36119,2013,2013,Male,M,Neoplasms,C00-D48,20,400316
"Westchester County, NY",36119,2014,2014,Female,F,Neoplasms,C00-D48,16,408997
"Westchester County, NY",36119,2014,2014,Male,M,Neoplasms,C00-D48,14,401086
"Westchester County, NY",36119,2015,2015,Female,F,Neoplasms,C00-D48,10,409151
"Westchester County, NY",36119,2016,2016,Male,M,Neoplasms,C00-D48,15,400327
"Cumberland County, NC",37051,2011,2011,Male,M,Neoplasms,C00-D48,10,142001
"Cumberland County, NC",37051,2013,2013,Female,F,Neoplasms,C00-D48,11,143922
"Forsyth County, NC",37067,2008,2008,Female,F,Neoplasms,C00-D48,11,152324
"Gaston County, NC",37071,2013,2013,Male,M,Neoplasms,C00-D48,10,86972
"Guilford County, NC",37081,2008,2008,Male,M,Neoplasms,C00-D48,13,200680
"Guilford County, NC",37081,2009,2009,Male,M,Neoplasms,C00-D48,12,202937
"Guilford County, NC",37081,2011,2011,Male,M,Neoplasms,C00-D48,13,206708
"Guilford County, NC",37081,2015,2015,Male,M,Neoplasms,C00-D48,10,211949
"Guilford County, NC",37081,2016,2016,Male,M,Neoplasms,C00-D48,14,212401
"Mecklenburg County, NC",37119,2008,2008,Male,M,Neoplasms,C00-D48,15,392744
"Mecklenburg County, NC",37119,2009,2009,Male,M,Neoplasms,C00-D48,20,400676
"Mecklenburg County, NC",37119,2010,2010,Female,F,Neoplasms,C00-D48,14,419925
"Mecklenburg County, NC",37119,2010,2010,Male,M,Neoplasms,C00-D48,16,404911
"Mecklenburg County, NC",37119,2011,2011,Male,M,Neoplasms,C00-D48,13,414314
"Mecklenburg County, NC",37119,2012,2012,Female,F,Neoplasms,C00-D48,16,440862
"Mecklenburg County, NC",37119,2012,2012,Male,M,Neoplasms,C00-D48,11,423125
"Mecklenburg County, NC",37119,2013,2013,Female,F,Neoplasms,C00-D48,13,450051
"Mecklenburg County, NC",37119,2013,2013,Male,M,Neoplasms,C00-D48,15,430472
"Mecklenburg County, NC",37119,2014,2014,Female,F,Neoplasms,C00-D48,10,459225
"Mecklenburg County, NC",37119,2014,2014,Male,M,Neoplasms,C00-D48,20,437516
"Mecklenburg County, NC",37119,2015,2015,Male,M,Neoplasms,C00-D48,21,445462
"Mecklenburg County, NC",37119,2016,2016,Female,F,Neoplasms,C00-D48,16,476037
"Mecklenburg County, NC",37119,2016,2016,Male,M,Neoplasms,C00-D48,19,452477
"New Hanover County, NC",37129,2010,2010,Female,F,Neoplasms,C00-D48,10,87090
"Robeson County, NC",37155,2011,2011,Male,M,Neoplasms,C00-D48,10,58383
